ID	DOCULECT	CONCEPT	TOKENS
56420	northeuralex-fra	helpassistance	ɛː d
56421	northeuralex-fra	helpassistance	s ə k uː ʁ
56422	northeuralex-fra	friend	a m i
56423	northeuralex-fra	companion	k ɔ p ɛ̃
56424	northeuralex-fra	companion	k a m a ʁ a d
56425	northeuralex-fra	affair	a f ɛː ʁ
56426	northeuralex-fra	countquantity	n ɔ̃ː b ʁ ə
56427	northeuralex-fra	kindthing	s ɔ ʁ t
56428	northeuralex-fra	kindthing	ɛ s p ɛ s
56429	northeuralex-fra	piece	m ɔ ʁ s o
56430	northeuralex-fra	part	p aː ʁ
56431	northeuralex-fra	part	p a ʁ t i
56432	northeuralex-fra	half	m w a t j e
56433	northeuralex-fra	circle	s ɛ ʁ k l ə
56434	northeuralex-fra	cross	k ʁ w a
56435	northeuralex-fra	line	l i ɲ
56436	northeuralex-fra	strokeofpen	t ʁ ɛ
56437	northeuralex-fra	gapdistance	e k aː ʁ
56438	northeuralex-fra	distance	d i s t ɑ̃ː s
56439	northeuralex-fra	area	ʁ e ʒ j ɔ̃
56440	northeuralex-fra	area	k ɔ̃ t ʁ e
56441	northeuralex-fra	spaceavailable	p l a s
56442	northeuralex-fra	placeposition	l j ø
56443	northeuralex-fra	placeposition	ɑ̃ d ʁ w a
56444	northeuralex-fra	side	k o t e
56445	northeuralex-fra	middle	m i l j ø
56446	northeuralex-fra	item	ɔ b ʒ ɛ
56447	northeuralex-fra	thing	ʃ oː z
56448	northeuralex-fra	fringe	b ɔ ʁ
56449	northeuralex-fra	edge	a ʁ ɛː t
56450	northeuralex-fra	corner	k w ɛ̃
56451	northeuralex-fra	corner	t u ʁ n ɑ̃
56452	northeuralex-fra	tipofobject	s i m
56453	northeuralex-fra	tipofobject	p w ɛ̃ t
56454	northeuralex-fra	endofspace	b u
56455	northeuralex-fra	hole	t ʁ u
56456	northeuralex-fra	pattern	d e s ɛ̃
56457	northeuralex-fra	sizeofobject	g ʁ ɑ̃ d œː ʁ
56458	northeuralex-fra	length	l ɔ̃ g œː ʁ
56459	northeuralex-fra	height	o t œː ʁ
56460	northeuralex-fra	height	a l t i t y d
56461	northeuralex-fra	weight	p w a
56462	northeuralex-fra	amount	k ɑ̃ t i t e
56463	northeuralex-fra	heap	t ɑ
56464	northeuralex-fra	boat	k a n o
56465	northeuralex-fra	boat	b a t o
56466	northeuralex-fra	oar	ʁ a m
56467	northeuralex-fra	oar	a v i ʁ ɔ̃
56468	northeuralex-fra	sled	t ʁ ɛ n o
56469	northeuralex-fra	ski	s k i
56470	northeuralex-fra	campfire	f ø d ə k ɑ̃
56471	northeuralex-fra	load	ʃ a ʁ ʒ
56472	northeuralex-fra	load	f a ʁ d o
56473	northeuralex-fra	walkmanner	t uː ʁ
56474	northeuralex-fra	walkmanner	m a ʁ ʃ
56475	northeuralex-fra	north	n ɔː ʁ
56476	northeuralex-fra	south	s y d
56477	northeuralex-fra	west	w ɛ s t
56478	northeuralex-fra	west	ɔ k s i d ɑ̃
56479	northeuralex-fra	east	ɛ s t
56480	northeuralex-fra	east	ɔ ʁ j ɑ̃
56481	northeuralex-fra	wood	b w a
56482	northeuralex-fra	board	p l ɑ̃ː ʃ
56483	northeuralex-fra	slab	p l a k
56484	northeuralex-fra	supportofobject	a p ɥ i
56485	northeuralex-fra	supportofobject	s u t j ɛ̃
56486	northeuralex-fra	post	b ɑː ʁ
56487	northeuralex-fra	post	p ɛ ʁ ʃ
56488	northeuralex-fra	stick	k a n
56489	northeuralex-fra	tube	t y b
56490	northeuralex-fra	tube	t ɥ i j o
56491	northeuralex-fra	house	m ɛ z ɔ̃
56492	northeuralex-fra	home	m ɛ z ɔ̃
56493	northeuralex-fra	stove	p w a l
56494	northeuralex-fra	floor	p l ɑ̃ ʃ e
56495	northeuralex-fra	table	t a b l ə
56496	northeuralex-fra	chair	ʃ ɛː z
56497	northeuralex-fra	cradle	b ɛ ʁ s o
56498	northeuralex-fra	bed	l i
56499	northeuralex-fra	shelf	e t a ʒ ɛː ʁ
56500	northeuralex-fra	box	k ɛ s
56501	northeuralex-fra	window	f ə n ɛː t ʁ ə
56502	northeuralex-fra	door	p ɔ ʁ t
56503	northeuralex-fra	gate	p ɔ ʁ t
56504	northeuralex-fra	gate	p ɔ ʁ t a j
56505	northeuralex-fra	fence	k l o t yː ʁ
56506	northeuralex-fra	roof	t w a
56507	northeuralex-fra	ladder	e ʃ ɛ l
56508	northeuralex-fra	broom	b a l ɛ
56509	northeuralex-fra	spade	b ɛ ʃ
56510	northeuralex-fra	shovel	p ɛ l
56511	northeuralex-fra	fork	f u ʁ ʃ ɛ t
56512	northeuralex-fra	spoon	k ɥ i j ɛː ʁ
56513	northeuralex-fra	knife	k u t o
56514	northeuralex-fra	nailtool	k l u
56515	northeuralex-fra	net	f i l ɛ
56516	northeuralex-fra	hook	k ʁ o
56517	northeuralex-fra	hook	k ʁ ɔ ʃ ɛ
56518	northeuralex-fra	handle	p ʁ iː z
56519	northeuralex-fra	handle	m ɑ̃ː ʃ
56520	northeuralex-fra	lock	s ɛ ʁ yː ʁ
56521	northeuralex-fra	picturepainting	i m aː ʒ
56522	northeuralex-fra	picturepainting	t a b l o
56523	northeuralex-fra	idol	f i g yː ʁ
56524	northeuralex-fra	doll	p u p e
56525	northeuralex-fra	pouch	s a k
56526	northeuralex-fra	pouch	p ə t i + s a k
56527	northeuralex-fra	bundle	p a k ɛ
56528	northeuralex-fra	bundle	f ɛ s o
56529	northeuralex-fra	bag	s a k
56530	northeuralex-fra	bucket	s o
56531	northeuralex-fra	lidcovercap	k u v ɛ ʁ k l ə
56532	northeuralex-fra	dish	v ɛ ʃ ɛ l
56533	northeuralex-fra	sack	s a k
56534	northeuralex-fra	cup	t ɑː s
56535	northeuralex-fra	pot	p o
56536	northeuralex-fra	pot	m a ʁ m i t
56537	northeuralex-fra	kettle	ʃ o d ʁ ɔ̃
56538	northeuralex-fra	meal	ʁ ə p ɑ
56539	northeuralex-fra	meal	m ɑ̃ ʒ e
56540	northeuralex-fra	food	n u ʁ i t yː ʁ
56541	northeuralex-fra	meat	v j ɑ̃ː d
56542	northeuralex-fra	mushfood	p y ʁ e
56543	northeuralex-fra	mushfood	b u j i
56544	northeuralex-fra	bread	p ɛ̃
56545	northeuralex-fra	slice	t ʁ ɑ̃ː ʃ
56546	northeuralex-fra	fatorganicsubstance	g ʁ ɛ s
56547	northeuralex-fra	butter	b œː ʁ
56548	northeuralex-fra	oilorganicsubstance	ɥ i l
56549	northeuralex-fra	salt	s ɛ l
56550	northeuralex-fra	soup	s u p
56551	northeuralex-fra	soup	p ɔ t aː ʒ
56552	northeuralex-fra	honey	m j ɛ l
56553	northeuralex-fra	milk	l ɛ
56554	northeuralex-fra	tea	t e
56555	northeuralex-fra	leather	k ɥ iː ʁ
56556	northeuralex-fra	wool	l ɛ n
56557	northeuralex-fra	cloth	t i s y
56558	northeuralex-fra	cloth	e t ɔ f
56559	northeuralex-fra	needleforsewing	e g ɥ iː j
56560	northeuralex-fra	thread	f i l
56561	northeuralex-fra	button	b u t ɔ̃
56562	northeuralex-fra	knot	n ø
56563	northeuralex-fra	paintpigments	p ɛ̃ t yː ʁ
56564	northeuralex-fra	clothes	v ɛ t m ɑ̃
56565	northeuralex-fra	clothes	a b i j m ɑ̃
56566	northeuralex-fra	shirt	ʃ m iː z
56567	northeuralex-fra	collar	k ɔ l
56568	northeuralex-fra	sleeve	m ɑ̃ː ʃ
56569	northeuralex-fra	trousers	p ɑ̃ t a l ɔ̃
56570	northeuralex-fra	belt	s ɛ̃ t yː ʁ
56571	northeuralex-fra	cap	b ɔ n ɛ
56572	northeuralex-fra	cap	k a s k ɛ t
56573	northeuralex-fra	shoe	s u l j e
56574	northeuralex-fra	shoe	ʃ o s yː ʁ
56575	northeuralex-fra	boot	b ɔ t
56576	northeuralex-fra	ring	b a g
56577	northeuralex-fra	ribbon	ʁ y b ɑ̃
56578	northeuralex-fra	comb	p ɛ ɲ
56579	northeuralex-fra	mirror	g l a s
56580	northeuralex-fra	mirror	m i ʁ w aː ʁ
56581	northeuralex-fra	strap	l a n j ɛː ʁ
56582	northeuralex-fra	strap	k u ʁ w a
56583	northeuralex-fra	string	k ɔ ʁ d
56584	northeuralex-fra	string	f i s ɛ l
56585	northeuralex-fra	leash	l ɛ s
56586	northeuralex-fra	blanket	k u v ɛ ʁ t yː ʁ
56587	northeuralex-fra	pillow	ɔ ʁ ɛ j e
56588	northeuralex-fra	towel	s ɛ ʁ v j ɛ t
56589	northeuralex-fra	towel	e s ɥ i m ɛ̃
56590	northeuralex-fra	strength	v i g œː ʁ
56591	northeuralex-fra	healthy	s ɑ̃ t e
56592	northeuralex-fra	disease	m a l a d i
56593	northeuralex-fra	pain	d u l œː ʁ
56594	northeuralex-fra	wound	p l ɛ
56595	northeuralex-fra	wound	b l ɛ s yː ʁ
56596	northeuralex-fra	fever	f j ɛː v ʁ ə
56597	northeuralex-fra	medicine	ʁ ə m ɛ d
56598	northeuralex-fra	medicine	m e d s i n
56599	northeuralex-fra	bridge	p ɔ̃
56600	northeuralex-fra	well	p ɥ i
56601	northeuralex-fra	pasture	p ɑ t y ʁ aː ʒ
56602	northeuralex-fra	path	s ɑ̃ t j e
56603	northeuralex-fra	pathorroad	v w a
56604	northeuralex-fra	pathorroad	ʃ m ɛ̃
56605	northeuralex-fra	road	ʁ u t
56606	northeuralex-fra	village	v i l aː ʒ
56607	northeuralex-fra	town	s i t e
56608	northeuralex-fra	town	v i l
56609	northeuralex-fra	letter	l ɛ t ʁ ə
56610	northeuralex-fra	book	l iː v ʁ ə
56611	northeuralex-fra	character	l ɛ t ʁ ə
56612	northeuralex-fra	character	k a ʁ a k t ɛː ʁ
56613	northeuralex-fra	newspaper	ʒ u ʁ n a l
56614	northeuralex-fra	life	v i
56615	northeuralex-fra	death	m ɔː ʁ
56616	northeuralex-fra	grave	t ɔ̃ː b
56617	northeuralex-fra	church	e g l iː z
56618	northeuralex-fra	sin	p e ʃ e
56619	northeuralex-fra	deity	d j ø
56620	northeuralex-fra	worker	u v ʁ i e
56621	northeuralex-fra	worker	t ʁ a v a j œː ʁ
56622	northeuralex-fra	boss	ʃ ɛ f
56623	northeuralex-fra	boss	p a t ʁ ɔ̃
56624	northeuralex-fra	physician	m e d s ɛ̃
56625	northeuralex-fra	teacher	p ʁ ɔ f ɛ s œː ʁ
56626	northeuralex-fra	teacher	ɛ̃ s t i t y t œː ʁ
56627	northeuralex-fra	money	a ʁ ʒ ɑ̃
56628	northeuralex-fra	business	a f ɛː ʁ
56629	northeuralex-fra	business	k ɔ m ɛ ʁ s
56630	northeuralex-fra	shop	m a g a z ɛ̃
56631	northeuralex-fra	shop	b u t i k
56632	northeuralex-fra	price	p ʁ i
56633	northeuralex-fra	ware	m a ʁ ʃ ɑ̃ d iː z
56634	northeuralex-fra	benefit	p ʁ ɔ f i
56635	northeuralex-fra	wealth	ʁ i ʃ ɛ s
56636	northeuralex-fra	world	m ɔ̃ː d
56637	northeuralex-fra	country	p e i
56638	northeuralex-fra	statepolitics	e t a
56639	northeuralex-fra	king	ʁ w a
56640	northeuralex-fra	power	p u v w aː ʁ
56641	northeuralex-fra	power	p ɥ i s ɑ̃ː s
56642	northeuralex-fra	border	f ʁ ɔ̃ t j ɛː ʁ
56643	northeuralex-fra	war	g ɛː ʁ
56644	northeuralex-fra	enemy	ɛ n m i
56645	northeuralex-fra	violence	v j ɔ l ɑ̃ː s
56646	northeuralex-fra	bow	a ʁ k
56647	northeuralex-fra	arrow	f l ɛ ʃ
56648	northeuralex-fra	gun	f y z i
56649	northeuralex-fra	mistake	f oː t
56650	northeuralex-fra	mistake	ɛ ʁ œː ʁ
56651	northeuralex-fra	liefalsehood	m ɑ̃ s ɔ̃ː ʒ
56652	northeuralex-fra	damageinjury	d e g a
56653	northeuralex-fra	damageinjury	d ɔ m aː ʒ
56654	northeuralex-fra	badluck	m a l œː ʁ
56655	northeuralex-fra	fault	f oː t
56656	northeuralex-fra	fault	k y l p a b i l i t e
56657	northeuralex-fra	age	aː ʒ
56658	northeuralex-fra	endoftime	f ɛ̃
56659	northeuralex-fra	time	t ɑ̃
56660	northeuralex-fra	daynotnight	ʒ uː ʁ
56661	northeuralex-fra	daynotnight	ʒ u ʁ n e
56662	northeuralex-fra	morning	m a t ɛ̃
56663	northeuralex-fra	morning	m a t i n e
56664	northeuralex-fra	midday	m i d i
56665	northeuralex-fra	evening	s w aː ʁ
56666	northeuralex-fra	evening	s w a ʁ e
56667	northeuralex-fra	night	n ɥ i
56668	northeuralex-fra	week	s ə m ɛ n
56669	northeuralex-fra	month	m w a
56670	northeuralex-fra	year	a n e
56671	northeuralex-fra	springtime	p ʁ ɛ̃ t ɑ̃
56672	northeuralex-fra	summer	e t e
56673	northeuralex-fra	autumn	o t ɔ n
56674	northeuralex-fra	winter	i v ɛː ʁ
56675	northeuralex-fra	january	ʒ ɑ̃ v j e
56676	northeuralex-fra	february	f e v ʁ i e
56677	northeuralex-fra	march	m a ʁ s
56678	northeuralex-fra	april	a v ʁ i l
56679	northeuralex-fra	maymonth	m ɛ
56680	northeuralex-fra	june	ʒ ɥ ɛ̃
56681	northeuralex-fra	july	ʒ ɥ i j ɛ
56682	northeuralex-fra	august	u t
56683	northeuralex-fra	september	s ɛ p t ɑ̃ː b ʁ ə
56684	northeuralex-fra	october	ɔ k t ɔ b ʁ ə
56685	northeuralex-fra	november	n ɔ v ɑ̃ː b ʁ ə
56686	northeuralex-fra	december	d e s ɑ̃ː b ʁ ə
56687	northeuralex-fra	monday	l œ̃ d i
56688	northeuralex-fra	tuesday	m a ʁ d i
56689	northeuralex-fra	wednesday	m ɛ ʁ k ʁ ə d i
56690	northeuralex-fra	thursday	ʒ ø d i
56691	northeuralex-fra	friday	v ɑ̃ d ʁ ə d i
56692	northeuralex-fra	saturday	s a m d i
56693	northeuralex-fra	sunday	d i m ɑ̃ː ʃ
56694	northeuralex-fra	big	g ʁ ɑ̃
56695	northeuralex-fra	small	p ə t i
56696	northeuralex-fra	long	l ɔ̃
56697	northeuralex-fra	short	k uː ʁ
56698	northeuralex-fra	wide	l a ʁ ʒ
56699	northeuralex-fra	narrow	e t ʁ w a
56700	northeuralex-fra	dense	d ɑ̃ː s
56701	northeuralex-fra	thick	e p ɛ
56702	northeuralex-fra	thinofshapeofobject	m ɛ̃ː s
56703	northeuralex-fra	fineorthin	f ɛ̃
56704	northeuralex-fra	fineorthin	m ə n y
56705	northeuralex-fra	solid	f ɛ ʁ m
56706	northeuralex-fra	solid	s ɔ l i d
56707	northeuralex-fra	flat	p l a
56708	northeuralex-fra	smooth	p ɔ l i
56709	northeuralex-fra	smooth	l i s
56710	northeuralex-fra	hard	d yː ʁ
56711	northeuralex-fra	soft	m u
56712	northeuralex-fra	round	ʁ ɔ̃
56713	northeuralex-fra	pointed	e g y
56714	northeuralex-fra	pointed	p w ɛ̃ t y
56715	northeuralex-fra	sharp	t ʁ ɑ̃ ʃ ɑ̃
56716	northeuralex-fra	blunt	m u s
56717	northeuralex-fra	blunt	e m u s e
56718	northeuralex-fra	heavy	l uː ʁ
56719	northeuralex-fra	heavy	p ə z ɑ̃
56720	northeuralex-fra	beautiful	b o
56721	northeuralex-fra	hot	ʃ o
56722	northeuralex-fra	hot	t ʁ ɛ + ʃ oː
56723	northeuralex-fra	warm	ʃ o
56724	northeuralex-fra	cold	f ʁ w a
56725	northeuralex-fra	coldofweather	f ʁ ɛ
56726	northeuralex-fra	fresh	f ʁ ɛ
56727	northeuralex-fra	damp	y m i d
56728	northeuralex-fra	wet	m u j e
56729	northeuralex-fra	dry	s ɛ k
56730	northeuralex-fra	full	p l ɛ̃
56731	northeuralex-fra	full	ʁ ɑ̃ p l i
56732	northeuralex-fra	empty	v i d
56733	northeuralex-fra	openstate	u v ɛː ʁ
56734	northeuralex-fra	closed	k l o
56735	northeuralex-fra	closed	f ɛ ʁ m e
56736	northeuralex-fra	clean	n ɛ t
56737	northeuralex-fra	clean	p ʁ ɔ p ʁ ə
56738	northeuralex-fra	dirty	s a l
56739	northeuralex-fra	dirty	k ʁ a s ø
56740	northeuralex-fra	raw	k ʁ y
56741	northeuralex-fra	raw	b ʁ y t
56742	northeuralex-fra	ripe	m yː ʁ
56743	northeuralex-fra	tasty	d e l i s j ø
56744	northeuralex-fra	tasty	a p e t i s ɑ̃
56745	northeuralex-fra	sweet	d u
56746	northeuralex-fra	bitter	a m ɛː ʁ
56747	northeuralex-fra	sour	ɛː g ʁ ə
56748	northeuralex-fra	bright	k l ɛː ʁ
56749	northeuralex-fra	dark	s ɔ̃ː b ʁ ə
56750	northeuralex-fra	black	n w aː ʁ
56751	northeuralex-fra	white	b l ɑ̃
56752	northeuralex-fra	red	ʁ uː ʒ
56753	northeuralex-fra	yellow	ʒ oː n
56754	northeuralex-fra	blue	b l ø
56755	northeuralex-fra	green	v ɛː ʁ
56756	northeuralex-fra	grey	g ʁ i
56757	northeuralex-fra	colorful	m y l t i k ɔ l ɔː ʁ
56758	northeuralex-fra	cheap	b ɔ̃ m a ʁ ʃ e
56759	northeuralex-fra	expensive	ʃ ɛː ʁ
56760	northeuralex-fra	precious	p ʁ e s j ø
56761	northeuralex-fra	blind	a v œ g l ə
56762	northeuralex-fra	deaf	s uː ʁ
56763	northeuralex-fra	powerful	f ɔː ʁ
56764	northeuralex-fra	powerful	v i g u ʁ ø
56765	northeuralex-fra	strong	f ɔː ʁ
56766	northeuralex-fra	strong	p ɥ i s ɑ̃
56767	northeuralex-fra	weak	f ɛ b l ə
56768	northeuralex-fra	fatobese	g ʁ ɑ
56769	northeuralex-fra	thinslim	s v ɛ l t
56770	northeuralex-fra	goodlooking	ʒ ɔ l i
56771	northeuralex-fra	evil	m o v ɛ
56772	northeuralex-fra	stupid	s o
56773	northeuralex-fra	stupid	b ɛː t
56774	northeuralex-fra	lazy	f ɛ n e ɑ̃
56775	northeuralex-fra	lazy	p a ʁ ɛ s ø
56776	northeuralex-fra	diligent	a p l i k e
56777	northeuralex-fra	stingy	a v aː ʁ
56778	northeuralex-fra	clever	ɛ̃ t ɛ l i ʒ ɑ̃
56779	northeuralex-fra	dexterous	a b i l
56780	northeuralex-fra	dear	ʃ ɛː ʁ
56781	northeuralex-fra	dear	ʒ ɑ̃ t i
56782	northeuralex-fra	merry	g ɛ
56783	northeuralex-fra	merry	ʒ w a j ø
56784	northeuralex-fra	gentle	d u
56785	northeuralex-fra	behungry	a f a m e
56786	northeuralex-fra	sick	m a l a d
56787	northeuralex-fra	naked	n y
56788	northeuralex-fra	sad	t ʁ i s t
56789	northeuralex-fra	bealive	v i v ɑ̃
56790	northeuralex-fra	good	b ɔ̃
56791	northeuralex-fra	bad	m o v ɛ
56792	northeuralex-fra	correctright	ʒ y s t
56793	northeuralex-fra	correctright	k ɔ ʁ ɛ k t
56794	northeuralex-fra	severe	g ʁ ɑː v
56795	northeuralex-fra	severe	m o v ɛ
56796	northeuralex-fra	true	v ʁ ɛ
56797	northeuralex-fra	true	v e ʁ i t a b l ə
56798	northeuralex-fra	old	v j ø
56799	northeuralex-fra	new	n œ f
56800	northeuralex-fra	new	n u v o
56801	northeuralex-fra	former	ɑ̃ s j ɛ̃
56802	northeuralex-fra	oldaged	a ʒ e
56803	northeuralex-fra	oldaged	v j ø
56804	northeuralex-fra	young	ʒ œ n
56805	northeuralex-fra	poor	p oː v ʁ ə
56806	northeuralex-fra	rich	ʁ i ʃ
56807	northeuralex-fra	familiar	k ɔ n y
56808	northeuralex-fra	foreign	e t ʁ ɑ̃ ʒ e
56809	northeuralex-fra	different	d i f e ʁ ɑ̃
56810	northeuralex-fra	near	l j e
56811	northeuralex-fra	near	p ʁ ɔ ʃ
56812	northeuralex-fra	far	e l w a ɲ e
56813	northeuralex-fra	far	l w ɛ̃ t ɛ̃
56814	northeuralex-fra	left	g oː ʃ
56815	northeuralex-fra	right	d ʁ w a
56816	northeuralex-fra	other	oː t ʁ ə
56817	northeuralex-fra	first	p ʁ ə m j e
56818	northeuralex-fra	second	s ə g ɔ̃
56819	northeuralex-fra	second	d ø z j ɛ m
56820	northeuralex-fra	third	t ʁ w ɑ z j ɛ m
56821	northeuralex-fra	lastfinal	d ɛ ʁ n j e
56822	northeuralex-fra	alone	s œ l
56823	northeuralex-fra	immediately	a l a f w a
56824	northeuralex-fra	together	ɑ̃ s ɑ̃ː b l ə
56825	northeuralex-fra	foralongtime	l ɔ̃ t ɑ̃
56826	northeuralex-fra	suddenly	t u t a k u
56827	northeuralex-fra	instantlyimmediately	i mː e d j a t m ɑ̃
56828	northeuralex-fra	now	m ɛ̃ t n ɑ̃
56829	northeuralex-fra	today	o ʒ u ʁ d ɥ i
56830	northeuralex-fra	tomorrow	d ə m ɛ̃
56831	northeuralex-fra	soon	b j ɛ̃ t o
56832	northeuralex-fra	then	p ɥ i
56833	northeuralex-fra	then	ɑ̃ s ɥ i t
56834	northeuralex-fra	yesterday	j ɛː ʁ
56835	northeuralex-fra	onceinthepast	ʒ a d i s
56836	northeuralex-fra	onceinthepast	oː t ʁ ə f w a
56837	northeuralex-fra	atthattime	a l ɔː ʁ
56838	northeuralex-fra	atthattime	a l e p ɔ k
56839	northeuralex-fra	afterwards	a p ʁ ɛ
56840	northeuralex-fra	afterwards	ɑ̃ s ɥ i t
56841	northeuralex-fra	before	o p a ʁ a v ɑ̃
56842	northeuralex-fra	atfirst	d a b ɔː ʁ
56843	northeuralex-fra	atfirst	p ʁ ə m j ɛː ʁ m ɑ̃
56844	northeuralex-fra	onetime	y n f w a
56845	northeuralex-fra	sometimes	p a ʁ f w a
56846	northeuralex-fra	sometimes	k ɛ l k ə f w a
56847	northeuralex-fra	often	s u v ɑ̃
56848	northeuralex-fra	always	t u ʒ uː ʁ
56849	northeuralex-fra	never	n ə + ʒ a m ɛ
56850	northeuralex-fra	here	i s i
56851	northeuralex-fra	hitherhereto	p aː ʁ i s i
56852	northeuralex-fra	fromhere	d i s i
56853	northeuralex-fra	there	l a
56854	northeuralex-fra	there	l a b a
56855	northeuralex-fra	thitherthereto	p aː ʁ l a
56856	northeuralex-fra	forward	ɑ̃ n a v ɑ̃
56857	northeuralex-fra	backward	ɑ̃ n a ʁ j ɛː ʁ
56858	northeuralex-fra	backdirection	d ə ʁ ə t uː ʁ
56859	northeuralex-fra	low	ɑ̃ b ɑ
56860	northeuralex-fra	low	o d s u
56861	northeuralex-fra	down	ɑ̃ b ɑ
56862	northeuralex-fra	down	v ɛː ʁ l ə b ɑ
56863	northeuralex-fra	high	d ə s y
56864	northeuralex-fra	high	ɑ̃ ʔ o
56865	northeuralex-fra	up	ɑ̃ n o
56866	northeuralex-fra	up	v ɛː ʁ l ə ʔ o
56867	northeuralex-fra	everywhere	p a ʁ t u
56868	northeuralex-fra	not	n ə + p ɑ
56869	northeuralex-fra	alittle	œ̃ p ø
56870	northeuralex-fra	hardly	a p ɛ n
56871	northeuralex-fra	very	t ʁ ɛ
56872	northeuralex-fra	ofthiskindsuch	s i
56873	northeuralex-fra	ofthiskindsuch	ɛ̃ s i
56874	northeuralex-fra	stillcontinuing	ɑ̃ k ɔː ʁ
56875	northeuralex-fra	only	s œ l m ɑ̃
56876	northeuralex-fra	only	n ə + k ə
56877	northeuralex-fra	already	d e ʒ a
56878	northeuralex-fra	again	d ə n u v o
56879	northeuralex-fra	invain	ɑ̃ v ɛ̃
56880	northeuralex-fra	infrontof	d ə v ɑ̃
56881	northeuralex-fra	behind	d ɛ ʁ j ɛː ʁ
56882	northeuralex-fra	beloworunder	s u
56883	northeuralex-fra	beloworunder	o d s u + d ə
56884	northeuralex-fra	through	p aː ʁ
56885	northeuralex-fra	through	a t ʁ a v ɛ ʁ
56886	northeuralex-fra	nextto	a k o t e d ə
56887	northeuralex-fra	between	ɑ̃ː t ʁ ə
56888	northeuralex-fra	becauseof	a k o z d ə
56889	northeuralex-fra	this	s ə s i
56890	northeuralex-fra	that	s ə
56891	northeuralex-fra	that	s ə l a
56892	northeuralex-fra	all	t u
56893	northeuralex-fra	i	ʒ ə
56894	northeuralex-fra	i	m w a
56895	northeuralex-fra	thou	t y
56896	northeuralex-fra	thou	t w a
56897	northeuralex-fra	he	i l
56898	northeuralex-fra	he	l ɥ i
56899	northeuralex-fra	we	n u
56900	northeuralex-fra	you	v u
56901	northeuralex-fra	they	i l
56902	northeuralex-fra	they	ɛ l
56903	northeuralex-fra	what	k ə
56904	northeuralex-fra	what	k w a
56905	northeuralex-fra	who	k i
56906	northeuralex-fra	how	k ɔ m ɑ̃
56907	northeuralex-fra	why	p u ʁ k w a
56908	northeuralex-fra	howmany	k ɔ̃ b j ɛ̃
56909	northeuralex-fra	two	d ø
56910	northeuralex-fra	three	t ʁ w ɑ
56911	northeuralex-fra	four	k a t ʁ ə
56912	northeuralex-fra	five	s ɛ̃ k
56913	northeuralex-fra	six	s i s
56914	northeuralex-fra	seven	s ɛ t
56915	northeuralex-fra	eight	ɥ i t
56916	northeuralex-fra	nine	n œ f
56917	northeuralex-fra	ten	d i s
56918	northeuralex-fra	eleven	ɔ̃ː z
56919	northeuralex-fra	twelve	d uː z
56920	northeuralex-fra	twenty	v ɛ̃
56921	northeuralex-fra	thirty	t ʁ ɑ̃ː t
56922	northeuralex-fra	forty	k a ʁ ɑ̃ː t
56923	northeuralex-fra	fifty	s ɛ̃ k ɑ̃ː t
56924	northeuralex-fra	sixty	s w a s ɑ̃ː t
56925	northeuralex-fra	seventy	s w a s ɑ̃ t d i s
56926	northeuralex-fra	eighty	k a t ʁ ə v ɛ̃
56927	northeuralex-fra	ninety	k a t ʁ ə v ɛ̃ d i s
56928	northeuralex-fra	hundred	s ɑ̃
56929	northeuralex-fra	thousand	m i l
56930	northeuralex-fra	stand	ɛː t ʁ ə + d ə b u
56931	northeuralex-fra	sit	ɛː t ʁ ə + a s i
56932	northeuralex-fra	lierest	ɛː t ʁ ə + k u ʃ e
56933	northeuralex-fra	hang	p ɑ̃ː d ʁ ə
56934	northeuralex-fra	become	d ə v n iː ʁ
56935	northeuralex-fra	happen	s ə p ɑ s e
56936	northeuralex-fra	cease	f i n iː ʁ
56937	northeuralex-fra	cease	s ə t ɛ ʁ m i n e
56938	northeuralex-fra	changebecomedifferent	ʃ ɑ̃ ʒ e
56939	northeuralex-fra	changebecomedifferent	a l t ɛ ʁ n e
56940	northeuralex-fra	risemoveupwards	s ə l ə v e
56941	northeuralex-fra	setheavenlybodies	s ə k u ʃ e
56942	northeuralex-fra	shine	b ʁ i j e
56943	northeuralex-fra	thunderverb	t ɔ n e
56944	northeuralex-fra	blowofwind	s u f l e
56945	northeuralex-fra	streamflowcontinuously	a f l ɥ e
56946	northeuralex-fra	flow	k u l e
56947	northeuralex-fra	sway	ɔ s i l e
56948	northeuralex-fra	sway	ʃ ɑ̃ s l e
56949	northeuralex-fra	swingmovement	v i b ʁ e
56950	northeuralex-fra	swingmovement	ɔ s i l e
56951	northeuralex-fra	fall	t ɔ̃ b e
56952	northeuralex-fra	burning	b ʁ y l e
56953	northeuralex-fra	burning	f l ɑ̃ b e
56954	northeuralex-fra	smokeemitsmoke	f y m e
56955	northeuralex-fra	rainraining	p l œ v w aː ʁ
56956	northeuralex-fra	freeze	ʒ ə l e
56957	northeuralex-fra	thawdew	d e ʒ l e
56958	northeuralex-fra	melt	f ɔ̃ː d ʁ ə
56959	northeuralex-fra	dryup	s e ʃ e
56960	northeuralex-fra	boilofliquid	b u j iː ʁ
56961	northeuralex-fra	spoilbecomespoiled	p u ʁ iː ʁ
